"file";"ID";"N";"M";"DIST";"method";"result"
"N192_M2_uniform_A0V8O6N3";"A0V8O6N3";192;2;"uniform";"kplus";"3, 3, 1, 1, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 1, 2, 3, 1, 1, 2, 2, 1, 3, 2, 2, 2, 3, 2, 2, 1, 1, 2, 3, 2, 3, 1, 1, 1, 2, 3, 3, 3, 1, 1, 2, 3, 1, 2, 3, 3, 3, 1, 2, 3, 1, 2, 3, 3, 1, 2, 1, 2, 1, 2, 1, 3, 2, 2, 1, 3, 1, 1, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 1, 3, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 3, 3, 3, 1, 1, 3, 1, 3, 3, 2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 3, 3, 1, 3, 3, 3, 3, 1, 2, 2, 3, 3, 2, 3, 3, 1, 1, 1, 2, 2, 3, 3, 2, 3, 2, 2, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 3, 2, 1, 1, 3, 3, 1, 2, 1, 3, 2, 1, 1, 1, 1, 2, 1, 3, 1, 3, 3, 1, 2, 3, 2, 1, 3, 2, 3, 1, 1, 2, 1, 2, 1"
"N192_M2_uniform_A0V8O6N3";"A0V8O6N3";192;2;"uniform";"random";"3, 3, 1, 3, 1, 1, 3, 2, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 1, 3, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 1, 3, 1, 1, 1, 3, 1, 3, 3, 1, 3, 2, 1, 2, 1, 2, 3, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 3, 2, 1, 3, 1, 2, 1, 2, 3, 1, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2, 3, 1, 1, 2, 3, 2, 3, 3, 3, 3, 1, 3, 2, 2, 2, 2, 3, 2, 3, 1, 1, 3, 1, 3, 3, 2, 2, 1, 2, 3, 1, 1, 1, 1, 2, 3, 1, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 1, 3, 2, 3, 1, 1, 2, 2, 1, 3, 2, 2, 3, 3, 1, 2, 2, 3, 2, 3, 1, 3, 1, 3, 3, 2, 3, 1, 2, 2, 1, 3, 2, 3, 1, 1, 1, 3, 2, 3, 2, 2, 1, 1, 3, 1, 2, 2, 2, 3, 2, 2, 3, 3, 2, 1, 3, 2, 1, 1, 3, 3, 2, 1"
"N288_M9_uniform_P7O1Q4C2";"P7O1Q4C2";288;9;"uniform";"ace-exchange";"3, 1, 3, 1, 3, 3, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 2, 3, 3, 1, 2, 3, 1, 2, 1, 1, 2, 3, 2, 3, 1, 3, 3, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 3, 2, 2, 2, 1, 3, 3, 3, 1, 2, 1, 1, 3, 2, 3, 1, 3, 2, 1, 3, 3, 3, 3, 2, 2, 1, 3, 1, 2, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2, 2, 3, 1, 1, 2, 2, 1, 3, 1, 2, 2, 2, 2, 1, 2, 2, 3, 2, 1, 2, 2, 2, 3, 3, 3, 1, 2, 3, 3, 2, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 1, 2, 1, 2, 1, 1, 1, 3, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 1, 2, 2, 3, 1, 1, 2, 2, 3, 3, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 2, 1, 3, 3, 1, 3, 1, 2, 3, 2, 3, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 3, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 1, 2, 1, 3, 2, 3, 1, 3, 3, 1, 3, 3, 2, 1, 2, 3, 2, 2, 2, 1, 1, 1, 3, 2, 3, 2, 1, 2, 3, 2, 2, 1, 3, 3, 3, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 2, 1, 2, 3"
"N288_M9_uniform_P7O1Q4C2";"P7O1Q4C2";288;9;"uniform";"k-means-exchange";"3, 3, 2, 2, 3, 1, 3, 2, 3, 3, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 3, 3, 3, 3, 1, 3, 1, 2, 2, 3, 3, 3, 1, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 3, 3, 2, 3, 1, 1, 1, 3, 1, 1, 3, 3, 2, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 1, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 1, 2, 3, 3, 1, 1, 3, 2, 2, 2, 1, 2, 3, 2, 2, 3, 1, 2, 1, 2, 2, 1, 2, 1, 3, 3, 2, 1, 2, 3, 3, 3, 3, 1, 3, 2, 3, 2, 3, 1, 1, 3, 2, 3, 2, 3, 3, 2, 2, 1, 1, 1, 3, 2, 1, 3, 1, 2, 2, 1, 2, 3, 3, 2, 3, 3, 1, 1, 1, 3, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 1, 2, 2, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 1, 1, 3, 2, 1, 3, 3, 1, 3, 2, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 3, 3, 1, 1, 1, 2, 2, 1, 2, 3, 3, 3, 3, 1, 3, 3, 2, 1, 3, 3, 2, 2, 3, 3, 1, 1, 2, 3, 3, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 2, 1, 1, 1, 2, 1, 1, 3, 1, 3, 2, 1, 3, 3, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 2, 3, 2, 1"
"N288_M9_uniform_P7O1Q4C2";"P7O1Q4C2";288;9;"uniform";"kplus";"3, 1, 1, 2, 2, 2, 3, 1, 1, 1, 3, 2, 3, 2, 1, 2, 2, 1, 3, 1, 1, 3, 2, 2, 2, 1, 2, 1, 3, 2, 1, 3, 2, 2, 1, 1, 3, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 3, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 2, 3, 3, 1, 2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3, 1, 1, 3, 3, 3, 2, 2, 3, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 1, 3, 3, 3, 3, 3, 3, 2, 1, 3, 2, 2, 3, 3, 2, 1, 2, 1, 1, 2, 2, 3, 3, 1, 1, 3, 2, 2, 3, 2, 1, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 3, 2, 1, 1, 3, 3, 1, 3, 3, 2, 3, 3, 1, 2, 2, 1, 1, 2, 2, 2, 3, 3, 2, 2, 1, 1, 2, 3, 1, 2, 1, 3, 3, 1, 2, 3, 1, 1, 3, 2, 1, 3, 3, 3, 2, 2, 3, 1, 2, 2, 2, 1, 1, 2, 3, 1, 3, 2, 2, 1, 1, 2, 3, 2, 1, 1, 3, 1, 1, 3, 1, 3, 3, 3, 2, 3, 2, 3, 1, 3, 1, 2, 3, 3, 2, 3, 2, 1, 1, 1, 1, 2, 3, 2, 3, 1, 2, 2, 1, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 1, 2, 2, 3, 1, 3, 3, 2, 1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 3"
"N288_M9_uniform_P7O1Q4C2";"P7O1Q4C2";288;9;"uniform";"random";"1, 3, 2, 2, 2, 3, 2, 3, 1, 1, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 3, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 3, 1, 2, 2, 2, 2, 1, 1, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3, 1, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 1, 1, 2, 2, 3, 3, 1, 2, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 1, 3, 2, 1, 3, 2, 2, 2, 1, 3, 3, 2, 1, 1, 3, 3, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 3, 1, 1, 2, 2, 3, 1, 1, 1, 1, 2, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 3, 1, 3, 2, 2, 2, 1, 3, 3, 1, 2, 2, 2, 1, 2, 3, 2, 3, 3, 1, 2, 3, 2, 3, 3, 3, 2, 2, 1, 2, 1, 3, 1, 2, 2, 3, 2, 3, 1, 2, 2, 2, 1, 3, 3, 1, 3, 1, 2, 3, 3, 2, 3, 2, 1, 3, 1, 2, 2, 3, 1, 3, 3, 3, 1, 1, 2, 3, 3, 1, 1, 2, 2, 2, 1, 2, 1, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 1, 2, 2, 2, 2, 2, 1, 2, 3, 3, 1, 2, 3, 3, 2, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 2"
"N156_M10_uniform_L5E7A9U8";"L5E7A9U8";156;10;"uniform";"ace-exchange";"2, 2, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 1, 2, 1, 1, 3, 1, 3, 2, 3, 1, 3, 1, 1, 1, 3, 3, 3, 1, 3, 1, 3, 3, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 1, 3, 3, 2, 2, 2, 3, 3, 1, 1, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 1, 3, 1, 3, 2, 1, 3, 1, 3, 1, 1, 2, 3, 3, 2, 2, 2, 1, 2, 1, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 1, 3, 1, 3, 1, 3, 3, 2, 1, 3, 3, 3, 3, 1, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 3, 3, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 2"
"N156_M10_uniform_L5E7A9U8";"L5E7A9U8";156;10;"uniform";"k-means-exchange";"1, 2, 3, 2, 1, 1, 3, 1, 2, 1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 3, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 2, 1, 3, 1, 1, 3, 3, 3, 1, 3, 3, 2, 1, 1, 2, 2, 2, 1, 3, 3, 1, 2, 1, 1, 3, 2, 3, 2, 1, 3, 3, 1, 3, 2, 1, 2, 1, 3, 2, 1, 1, 3, 2, 2, 2, 2, 3, 1, 1, 3, 1, 1, 3, 1, 2, 3, 2, 3, 3, 1, 3, 2, 3, 1, 1, 3, 1, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 1, 3, 3, 3, 2, 1, 2, 1, 3, 1, 2, 2, 3, 3, 1, 2, 3, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 3, 3, 1, 3, 3"
"N156_M10_uniform_L5E7A9U8";"L5E7A9U8";156;10;"uniform";"kplus";"1, 3, 3, 3, 2, 3, 2, 3, 1, 1, 2, 1, 3, 3, 3, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 3, 1, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 1, 1, 2, 2, 3, 1, 1, 3, 3, 3, 1, 1, 2, 3, 1, 1, 3, 2, 2, 3, 2, 1, 3, 3, 1, 1, 2, 1, 3, 3, 2, 2, 2, 1, 2, 3, 2, 1, 1, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2, 1, 1, 3, 3, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 3, 2, 1, 2, 1, 1, 2, 3, 1, 1, 2, 1, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 3, 1, 3, 1, 3, 2, 2, 1, 3"
"N156_M10_uniform_L5E7A9U8";"L5E7A9U8";156;10;"uniform";"random";"3, 1, 2, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 3, 2, 1, 3, 3, 2, 3, 1, 2, 2, 2, 3, 1, 1, 1, 2, 3, 3, 2, 3, 2, 2, 3, 1, 1, 3, 2, 1, 3, 1, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 3, 2, 3, 1, 2, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 2, 2, 2, 3, 3, 1, 3, 2, 2, 3, 3, 2, 3, 1, 2, 2, 1, 3, 2, 2, 1, 3, 2, 1, 1, 2, 1, 3, 1, 2, 2, 3, 3, 1, 2, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 3, 2, 3, 2, 3, 3, 3, 1, 2, 3, 3, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 3, 3, 2, 1, 2, 3"
"N168_M3_uniform_A6M7N3F9";"A6M7N3F9";168;3;"uniform";"ace-exchange";"1, 1, 2, 3, 3, 1, 3, 2, 1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 3, 3, 3, 1, 3, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 3, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 2, 3, 2, 2, 1, 2, 3, 2, 3, 1, 3, 2, 1, 1, 3, 3, 1, 3, 3, 3, 2, 1, 1, 3, 2, 1, 3, 3, 3, 1, 2, 1, 2, 1, 2, 3, 3, 3, 1, 1, 1, 2, 1, 3, 1, 3, 3, 1, 2, 3, 1, 2, 2, 2, 1, 2, 3, 3, 1, 3, 3, 3, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 1, 2, 2, 2, 1, 3, 2, 1, 2, 1, 3, 2, 2, 1, 1, 2, 2, 3, 3, 2, 3, 3, 3, 3, 2, 1, 2, 3, 2"
"N168_M3_uniform_A6M7N3F9";"A6M7N3F9";168;3;"uniform";"k-means-exchange";"2, 1, 1, 1, 1, 2, 3, 3, 3, 3, 2, 2, 3, 2, 1, 2, 1, 2, 3, 1, 1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 3, 1, 2, 1, 1, 3, 1, 2, 2, 2, 2, 2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 1, 2, 1, 1, 2, 3, 2, 1, 1, 2, 3, 1, 3, 1, 2, 2, 1, 2, 3, 3, 2, 3, 2, 1, 1, 3, 1, 3, 2, 2, 3, 3, 1, 2, 1, 2, 2, 2, 3, 3, 1, 1, 3, 2, 1, 2, 2, 2, 1, 3, 1, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 2, 3, 2, 2, 1, 3, 2, 3, 1, 3, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 2, 1, 3, 3, 2, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 2, 3, 1, 3, 1, 1, 2, 3"
"N168_M3_uniform_A6M7N3F9";"A6M7N3F9";168;3;"uniform";"kplus";"2, 1, 2, 3, 2, 1, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 3, 2, 3, 1, 3, 3, 3, 3, 3, 1, 2, 2, 1, 1, 2, 1, 3, 1, 3, 2, 3, 3, 1, 2, 3, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 3, 2, 2, 1, 2, 1, 3, 3, 1, 3, 2, 2, 3, 3, 1, 3, 1, 2, 2, 2, 1, 1, 2, 3, 1, 1, 3, 2, 2, 3, 3, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 3, 3, 1, 2, 1, 2, 1, 3, 2, 3, 3, 2, 2, 2, 3, 1, 3, 1, 2, 1, 1, 1, 2, 2, 2, 3, 2, 3, 2, 3, 1, 3, 3, 2, 2, 2, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 1, 2, 3, 3, 1, 3, 2, 3, 1, 1"
"N168_M3_uniform_A6M7N3F9";"A6M7N3F9";168;3;"uniform";"random";"2, 2, 3, 3, 3, 2, 1, 2, 2, 3, 1, 1, 2, 3, 3, 1, 3, 2, 2, 3, 2, 1, 1, 3, 1, 3, 2, 2, 3, 3, 3, 1, 2, 1, 1, 3, 2, 3, 3, 2, 1, 2, 1, 3, 1, 1, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 3, 2, 2, 1, 1, 2, 3, 1, 2, 2, 1, 2, 1, 2, 3, 3, 3, 1, 1, 2, 1, 3, 1, 1, 2, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 2, 1, 3, 1, 3, 2, 1, 1, 3, 2, 1, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 1, 1, 1, 1, 2, 3, 1, 3, 3, 1, 1, 2, 3, 2, 3, 2, 1, 3, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3, 1, 1, 3, 1, 2, 1, 1, 1, 3, 3, 2, 1, 3, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3"
"N132_M10_normal-wide_K9G8M4H1";"K9G8M4H1";132;10;"normal-wide";"ace-exchange";"3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 3, 2, 3, 1, 1, 3, 3, 3, 1, 1, 3, 1, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 1, 2, 1, 3, 2, 2, 3, 3, 2, 1, 1, 3, 2, 3, 3, 1, 3, 3, 3, 1, 1, 1, 3, 2, 1, 3, 2, 1, 2, 2, 3, 2, 3, 3, 3, 2, 1, 1, 2, 2, 3, 1, 1, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 1, 3, 3, 3, 2, 2, 1, 2, 3, 2, 1, 3, 2"
"N132_M10_normal-wide_K9G8M4H1";"K9G8M4H1";132;10;"normal-wide";"k-means-exchange";"1, 1, 2, 1, 2, 2, 1, 2, 1, 3, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 3, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 1, 3, 2, 1, 3, 3, 3, 1, 2, 3, 3, 1, 3, 1, 1, 3, 1, 2, 3, 2, 2, 2, 1, 2, 1, 3, 1, 2, 1, 3, 2, 2, 3, 1, 2, 3, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 2, 3, 3, 2, 1, 3, 3, 1, 1, 3, 2, 3, 3, 3, 1, 2, 3, 2, 2, 2, 3, 3, 2, 2, 3, 3, 1, 3, 3, 3, 1, 3, 2, 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 2, 1"
"N132_M10_normal-wide_K9G8M4H1";"K9G8M4H1";132;10;"normal-wide";"kplus";"1, 1, 2, 3, 2, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 2, 1, 2, 3, 3, 2, 2, 2, 1, 2, 1, 3, 2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3, 1, 1, 2, 3, 3, 1, 1, 2, 3, 2, 3, 2, 1, 1, 2, 1, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3, 1, 2, 2, 2, 3, 3, 1, 3, 3, 1, 3, 2, 3, 2, 1, 3, 1, 3, 3, 3, 2, 1, 1, 2, 3, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 3, 3, 3, 2, 2, 3, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 2, 3, 2, 3, 1, 2, 1, 2, 3, 2"
"N132_M10_normal-wide_K9G8M4H1";"K9G8M4H1";132;10;"normal-wide";"random";"3, 2, 1, 2, 3, 1, 1, 2, 1, 3, 3, 1, 3, 2, 2, 3, 3, 3, 1, 1, 2, 3, 1, 1, 3, 3, 2, 1, 3, 2, 2, 3, 3, 1, 2, 3, 3, 3, 1, 1, 3, 1, 2, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 3, 2, 1, 2, 2, 3, 3, 1, 3, 1, 1, 1, 2, 3, 1, 3, 3, 3, 2, 2, 1, 2, 2, 1, 2, 1, 3, 2, 3, 3, 2, 3, 1, 3, 2, 1, 1, 1, 2, 1, 3, 3, 1, 3, 3, 3, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 3, 3, 2, 2, 1, 1, 3, 3, 2, 3, 2, 2, 1, 2, 2"
"N228_M10_normal-wide_Y4I7B3E6";"Y4I7B3E6";228;10;"normal-wide";"ace-exchange";"3, 1, 3, 2, 1, 3, 1, 2, 1, 1, 3, 3, 3, 3, 2, 3, 3, 3, 2, 1, 2, 1, 2, 1, 1, 3, 2, 1, 3, 1, 2, 2, 1, 3, 3, 2, 1, 3, 3, 1, 3, 2, 1, 1, 2, 3, 2, 1, 2, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1, 3, 2, 1, 2, 2, 1, 2, 3, 1, 2, 2, 3, 2, 2, 3, 3, 1, 3, 2, 1, 1, 2, 1, 2, 1, 3, 2, 1, 2, 2, 1, 3, 3, 3, 1, 1, 2, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 1, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 2, 3, 3, 3, 2, 2, 1, 2, 1, 2, 2, 3, 1, 2, 1, 3, 3, 2, 3, 3, 2, 3, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 3, 2, 2, 3, 1, 3, 3, 3, 2, 2, 3, 1, 2, 3, 1, 3, 3, 3, 2, 1, 2, 3, 2, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 3, 2"
"N228_M10_normal-wide_Y4I7B3E6";"Y4I7B3E6";228;10;"normal-wide";"k-means-exchange";"2, 1, 3, 2, 1, 2, 3, 3, 1, 3, 2, 2, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 2, 2, 3, 2, 1, 1, 2, 3, 3, 2, 1, 1, 1, 1, 2, 2, 2, 3, 3, 1, 2, 3, 1, 3, 1, 2, 3, 3, 1, 1, 3, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 3, 3, 3, 1, 1, 1, 3, 2, 1, 1, 2, 3, 2, 2, 3, 2, 1, 2, 3, 1, 1, 1, 1, 1, 2, 3, 3, 2, 2, 2, 1, 1, 2, 3, 2, 3, 3, 2, 1, 2, 3, 1, 3, 2, 2, 3, 3, 1, 2, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 1, 1, 3, 1, 2, 3, 3, 2, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 1, 3, 3, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 3, 3, 2, 3, 2, 1, 3, 3, 1, 3, 1, 3, 3, 2, 2, 2, 1, 2, 2, 2, 3, 1, 1, 1, 2, 3, 3, 2, 1, 3, 1, 1, 2, 2, 2, 1, 3, 3, 2, 1, 3, 2, 3, 2, 1, 2, 1, 2, 3, 1, 2, 2, 3, 3, 2, 2, 2, 3, 2, 1, 3, 3, 3, 2, 1"
"N228_M10_normal-wide_Y4I7B3E6";"Y4I7B3E6";228;10;"normal-wide";"kplus";"3, 1, 2, 3, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 3, 2, 3, 3, 3, 3, 3, 1, 2, 2, 3, 3, 1, 3, 3, 2, 3, 2, 3, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 3, 3, 2, 1, 1, 3, 1, 3, 1, 1, 2, 2, 2, 3, 2, 3, 2, 1, 2, 3, 2, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 3, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 3, 1, 3, 3, 2, 3, 1, 3, 3, 2, 1, 2, 1, 3, 1, 3, 2, 3, 1, 3, 1, 1, 2, 1, 3, 1, 2, 1, 1, 3, 3, 1, 2, 1, 2, 2, 3, 1, 2, 2, 1, 1, 1, 2, 1, 3, 2, 3, 2, 1, 2, 2, 3, 2, 1, 3, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 2, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 1, 2, 1, 2, 2, 3, 2, 3, 2, 3, 1, 3, 3, 1, 3, 1, 3, 3, 2, 2, 3, 1, 3, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 2, 3, 3, 1, 3, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 3, 1"
"N228_M10_normal-wide_Y4I7B3E6";"Y4I7B3E6";228;10;"normal-wide";"random";"1, 2, 3, 3, 1, 1, 1, 1, 3, 3, 1, 2, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, 3, 1, 2, 1, 2, 3, 1, 3, 3, 1, 3, 2, 1, 1, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 3, 3, 3, 3, 3, 2, 1, 2, 1, 3, 3, 1, 3, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 3, 3, 2, 2, 1, 1, 3, 3, 1, 2, 1, 2, 2, 3, 2, 1, 3, 1, 3, 3, 2, 3, 3, 1, 1, 3, 1, 1, 3, 2, 1, 3, 2, 1, 2, 2, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 3, 1, 1, 2, 3, 2, 3, 3, 3, 2, 3, 1, 2, 1, 3, 2, 3, 3, 2, 3, 2, 2, 2, 1, 1, 3, 2, 3, 1, 1, 2, 1, 3, 2, 1, 1, 3, 3, 3, 1, 2, 2, 2, 1, 2, 2, 1, 3, 1, 2, 2, 1, 1, 3, 1, 1, 1, 3, 3, 2, 1, 3, 3, 2, 1, 3, 3, 2, 1, 2, 2, 1, 3, 3, 2, 2, 1, 1, 1, 1, 3, 1, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 1, 2, 2, 2, 3, 1, 1, 1, 1"
