"file";"ID";"N";"M";"DIST";"method";"result"
"N36_M8_normal-wide_M3I2A8U1";"M3I2A8U1";36;8;"normal-wide";"random";"1, 3, 1, 3, 3, 2, 2, 3, 1, 2, 2, 3, 2, 1, 1, 2, 2, 3, 1, 2, 2, 1, 3, 3, 1, 1, 2, 1, 3, 1, 2, 1, 2, 3, 3, 3"
"N84_M3_uniform_D4M2V1U3";"D4M2V1U3";84;3;"uniform";"ace-exchange";"1, 1, 2, 3, 3, 1, 1, 2, 3, 2, 3, 1, 3, 2, 2, 2, 1, 3, 3, 3, 3, 2, 1, 3, 1, 3, 2, 3, 1, 1, 3, 2, 3, 2, 2, 1, 2, 3, 1, 1, 2, 1, 3, 2, 2, 1, 3, 2, 1, 1, 2, 3, 3, 1, 3, 2, 3, 1, 2, 1, 1, 3, 2, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1, 3, 1, 1, 2, 3, 3, 3, 2, 3, 1, 2"
"N84_M3_uniform_D4M2V1U3";"D4M2V1U3";84;3;"uniform";"k-means-exchange";"1, 2, 1, 2, 2, 3, 1, 1, 1, 3, 1, 3, 3, 3, 3, 1, 2, 3, 3, 2, 2, 3, 2, 2, 3, 3, 1, 2, 2, 2, 2, 1, 2, 3, 1, 1, 2, 1, 2, 3, 1, 2, 3, 3, 3, 2, 1, 3, 2, 3, 1, 1, 3, 1, 1, 1, 2, 3, 2, 3, 1, 1, 3, 3, 2, 1, 1, 1, 1, 1, 3, 2, 3, 3, 2, 3, 2, 2, 2, 1, 1, 2, 2, 3"
"N84_M3_uniform_D4M2V1U3";"D4M2V1U3";84;3;"uniform";"kplus";"3, 1, 1, 3, 2, 2, 1, 2, 2, 3, 1, 3, 2, 2, 2, 3, 2, 2, 1, 3, 3, 1, 2, 1, 1, 1, 1, 2, 2, 1, 3, 3, 1, 2, 3, 1, 3, 3, 2, 1, 1, 3, 1, 1, 2, 1, 2, 3, 3, 2, 1, 2, 1, 1, 1, 3, 1, 2, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 1, 1, 2, 3, 3, 3, 2, 1, 3, 1, 2, 3, 3, 1"
"N84_M3_uniform_D4M2V1U3";"D4M2V1U3";84;3;"uniform";"random";"1, 1, 3, 1, 2, 3, 3, 1, 1, 3, 2, 1, 3, 3, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 1, 3, 2, 3, 2, 1, 3, 3, 3, 3, 2, 2, 2, 1, 3, 3, 2, 1, 2, 3, 2, 2, 2, 3, 2, 1, 1, 2, 2, 2, 1, 1, 1, 3, 3, 3, 1, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 1, 3, 2, 1, 2, 1, 3, 3, 3, 3"
"N192_M4_uniform_S9B3A6P4";"S9B3A6P4";192;4;"uniform";"ace-exchange";"1, 1, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 1, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 1, 3, 3, 3, 2, 3, 2, 2, 3, 1, 1, 3, 1, 3, 3, 2, 2, 3, 3, 1, 1, 1, 2, 2, 1, 3, 2, 2, 2, 1, 3, 2, 1, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3, 2, 1, 3, 2, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 1, 3, 1, 3, 1, 2, 1, 1, 3, 3, 1, 1, 2, 3, 2, 3, 3, 1, 2, 1, 2, 1, 3, 1, 2, 3, 2, 3, 2, 2, 1, 1, 2, 3, 2, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 1, 2, 3, 3, 2, 2, 2, 1, 3, 2, 2, 3, 1, 3, 2, 2, 2, 1, 3, 1, 3, 2, 1, 3, 1, 2, 1, 3, 3, 1, 1, 1, 3, 3, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3"
"N192_M4_uniform_S9B3A6P4";"S9B3A6P4";192;4;"uniform";"k-means-exchange";"2, 2, 1, 2, 2, 2, 1, 1, 3, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 3, 3, 1, 2, 2, 1, 2, 3, 3, 3, 1, 3, 3, 3, 2, 3, 2, 1, 3, 3, 3, 3, 3, 1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 3, 1, 3, 1, 3, 1, 3, 3, 3, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 3, 3, 1, 3, 3, 3, 3, 1, 3, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 2, 3, 1, 3, 2, 1, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 1, 2, 1, 3, 3, 1, 3, 3, 2, 2, 2, 1, 3, 3, 1, 1, 3, 2, 1, 2, 3, 3, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 3, 3, 2, 2, 1, 1, 2, 3, 3, 3, 3, 2, 1, 3, 1, 3, 2, 2, 3, 2, 1, 3, 2, 2, 1, 3, 1, 3, 1, 2, 2, 1, 3, 1, 2, 3, 2, 3"
"N192_M4_uniform_S9B3A6P4";"S9B3A6P4";192;4;"uniform";"kplus";"2, 2, 3, 2, 1, 2, 1, 3, 1, 3, 1, 1, 3, 2, 2, 3, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 1, 3, 2, 2, 3, 1, 2, 1, 2, 2, 3, 2, 2, 3, 3, 3, 1, 2, 1, 3, 2, 3, 2, 1, 3, 3, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 3, 3, 1, 2, 3, 3, 2, 2, 2, 3, 2, 1, 1, 1, 2, 1, 3, 2, 2, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 3, 2, 2, 3, 1, 3, 2, 1, 1, 2, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1, 1, 2, 3, 1, 2, 2, 3, 1, 3, 2, 1, 3, 1, 3, 1, 1, 3, 3, 3, 1, 2, 1, 3, 1, 3, 1, 1, 3, 2, 3, 2, 2, 1, 3, 1, 3, 1, 1, 2, 3, 1, 2, 3, 3, 1, 3, 3, 1, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 1, 3, 1, 3, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 3, 3, 3, 2, 1"
"N192_M4_uniform_S9B3A6P4";"S9B3A6P4";192;4;"uniform";"random";"1, 2, 1, 2, 1, 1, 2, 2, 3, 3, 1, 3, 2, 1, 2, 1, 2, 2, 2, 3, 2, 1, 1, 3, 3, 3, 3, 2, 2, 1, 2, 3, 1, 2, 2, 3, 3, 1, 1, 1, 3, 1, 3, 1, 2, 3, 2, 3, 1, 3, 3, 1, 2, 3, 2, 3, 1, 2, 3, 2, 3, 1, 3, 2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 2, 1, 2, 1, 2, 3, 3, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 2, 3, 3, 3, 1, 2, 1, 2, 1, 1, 1, 3, 3, 3, 3, 2, 2, 1, 3, 2, 3, 3, 3, 3, 1, 2, 1, 3, 1, 3, 2, 2, 3, 1, 2, 3, 2, 2, 2, 1, 2, 3, 3, 3, 2, 1, 2, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 3, 3, 2, 1, 3, 3, 2, 3, 3, 1, 3, 2, 2, 1, 3, 3, 1, 3, 3, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 3, 3, 1"
"N180_M1_normal-wide_W9E2K6J4";"W9E2K6J4";180;1;"normal-wide";"ace-exchange";"3, 3, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 2, 2, 2, 3, 1, 3, 2, 1, 3, 3, 2, 3, 3, 3, 3, 1, 2, 3, 1, 1, 3, 3, 2, 1, 1, 2, 1, 3, 2, 1, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 2, 2, 1, 1, 2, 2, 3, 2, 1, 1, 3, 1, 1, 1, 2, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2, 1, 3, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 2, 3, 3, 2, 2, 3, 1, 2, 1, 3, 3, 3, 3, 3, 2, 2, 1, 2, 3, 1, 2, 1, 3, 3, 2, 2, 1, 2, 1, 3, 2, 3, 2, 1, 2, 3, 3, 1, 3, 1, 3, 1, 2, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 2, 1, 2, 3, 3, 1, 2, 3, 2, 2, 3, 2, 1, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 3"
"N180_M1_normal-wide_W9E2K6J4";"W9E2K6J4";180;1;"normal-wide";"k-means-exchange";"1, 3, 2, 3, 3, 2, 1, 3, 1, 3, 1, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 1, 1, 3, 1, 2, 1, 3, 1, 2, 2, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 1, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 1, 1, 2, 2, 2, 1, 1, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 2, 1, 1, 3, 2, 2, 3, 2, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 3, 1, 3, 2, 3, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 3, 2, 3, 2, 3, 1, 1, 3, 2, 1, 1, 1, 2, 3, 3, 2, 3, 2, 3, 3, 2, 2, 2, 3, 3, 1, 3, 3, 2, 1, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 1, 2, 3, 3, 1, 1, 1, 3, 2, 3, 2, 3, 2, 2, 2, 3, 1, 1, 1, 3, 1, 3, 1"
"N180_M1_normal-wide_W9E2K6J4";"W9E2K6J4";180;1;"normal-wide";"kplus";"1, 3, 1, 1, 3, 2, 3, 1, 2, 2, 2, 3, 3, 3, 2, 1, 3, 3, 2, 1, 1, 3, 2, 3, 2, 1, 2, 1, 3, 1, 2, 1, 2, 3, 3, 3, 3, 3, 1, 1, 3, 2, 2, 2, 3, 3, 1, 1, 1, 2, 2, 3, 2, 3, 2, 1, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 1, 1, 1, 3, 2, 3, 2, 2, 1, 2, 1, 3, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 3, 3, 1, 3, 1, 1, 2, 2, 2, 2, 1, 1, 3, 2, 3, 1, 3, 1, 3, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 1, 2, 3, 1, 2, 1, 2, 1, 3, 2, 3, 3, 2, 2, 1, 3, 3, 1, 2, 2, 3, 1, 2, 3, 2, 1, 3, 2, 1, 3, 3, 2, 1, 1, 3, 1, 2, 2, 1, 2, 2, 1, 1, 3, 1, 3, 2, 3, 2, 1, 1, 1, 1"
"N180_M1_normal-wide_W9E2K6J4";"W9E2K6J4";180;1;"normal-wide";"random";"1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 3, 1, 3, 2, 3, 1, 1, 3, 2, 1, 2, 2, 1, 2, 1, 2, 3, 3, 2, 1, 3, 1, 1, 1, 1, 3, 1, 2, 3, 3, 3, 3, 2, 3, 3, 1, 2, 3, 3, 3, 1, 3, 2, 2, 3, 3, 3, 3, 2, 3, 1, 1, 1, 1, 2, 1, 3, 3, 1, 3, 1, 2, 1, 1, 2, 3, 3, 3, 3, 2, 3, 3, 1, 2, 2, 3, 3, 3, 2, 1, 2, 1, 3, 2, 1, 1, 2, 3, 1, 2, 3, 1, 2, 1, 3, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 3, 1, 3, 3, 3, 1, 2, 2, 3, 2, 1, 1, 1, 3, 2, 1, 1, 1, 3, 1, 2, 3, 3, 1, 1, 3, 2, 2, 1, 1, 1, 3, 2, 3, 2, 2, 1, 2, 1, 2, 3, 2, 3, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 3, 3, 2, 3, 3"
"N264_M5_normal-wide_G6N8X0V2";"G6N8X0V2";264;5;"normal-wide";"ace-exchange";"1, 3, 2, 1, 1, 1, 3, 2, 3, 2, 2, 3, 3, 2, 3, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 3, 3, 2, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 1, 2, 2, 3, 3, 1, 1, 3, 2, 3, 2, 2, 1, 3, 1, 3, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 1, 1, 1, 3, 3, 3, 2, 1, 3, 3, 3, 3, 3, 1, 3, 2, 1, 2, 2, 2, 3, 1, 1, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 1, 2, 1, 2, 1, 2, 1, 3, 1, 2, 2, 1, 3, 2, 2, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 2, 2, 3, 1, 3, 1, 1, 1, 2, 3, 3, 3, 2, 2, 1, 3, 1, 2, 3, 3, 3, 2, 2, 3, 1, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 3, 1, 3, 1, 3, 2, 1, 2, 3, 1, 1, 1, 3, 3, 3, 3, 1, 2, 3, 1, 3, 1, 2, 2, 3, 2, 1, 1, 2, 2, 3, 2, 1, 1, 1, 2, 1, 3, 2, 1, 1, 3, 2, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 1, 2"
"N264_M5_normal-wide_G6N8X0V2";"G6N8X0V2";264;5;"normal-wide";"k-means-exchange";"1, 2, 1, 2, 3, 3, 2, 1, 2, 2, 3, 1, 3, 2, 1, 1, 3, 3, 3, 2, 1, 3, 3, 2, 1, 1, 2, 3, 1, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 3, 3, 3, 3, 3, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 2, 3, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 3, 2, 3, 1, 3, 1, 3, 2, 2, 1, 2, 3, 2, 3, 2, 1, 3, 2, 2, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2, 3, 2, 2, 3, 1, 1, 2, 3, 3, 3, 2, 1, 3, 3, 1, 2, 1, 1, 3, 3, 1, 3, 2, 2, 3, 1, 2, 1, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 3, 1, 3, 3, 2, 2, 2, 2, 3, 1, 2, 3, 1, 3, 2, 1, 2, 1, 1, 3, 2, 2, 1, 3, 3, 3, 2, 1, 1, 3, 3, 3, 3, 1, 2, 1, 3, 3, 2, 1, 2, 2, 3, 3, 2, 3, 1, 3, 1, 2, 3, 2, 3, 1, 2, 1, 2, 3, 3, 3, 3, 1, 3, 1, 2, 2, 2, 1, 2, 3, 3, 1, 1, 1, 1, 1, 2, 3, 1, 2, 3, 2, 3, 3, 3, 1, 3, 2, 2, 2"
"N264_M5_normal-wide_G6N8X0V2";"G6N8X0V2";264;5;"normal-wide";"kplus";"3, 2, 1, 3, 3, 2, 1, 3, 2, 3, 2, 3, 3, 1, 2, 1, 2, 1, 3, 2, 3, 1, 3, 1, 3, 3, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 1, 1, 2, 2, 1, 3, 2, 2, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3, 2, 3, 1, 2, 3, 1, 1, 2, 2, 2, 2, 1, 2, 3, 1, 2, 2, 1, 3, 1, 2, 2, 2, 1, 3, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 3, 3, 2, 3, 3, 2, 2, 3, 1, 3, 1, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 1, 2, 1, 2, 3, 3, 2, 2, 2, 2, 3, 1, 3, 3, 1, 2, 1, 3, 1, 2, 3, 1, 2, 3, 3, 1, 3, 3, 2, 3, 3, 1, 3, 1, 2, 3, 2, 3, 3, 2, 2, 3, 1, 1, 1, 3, 2, 2, 2, 1, 1, 3, 2, 3, 1, 1, 3, 2, 2, 2, 1, 3, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 1, 3, 2, 2, 3, 2, 2, 2, 2, 1, 1, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 1, 3, 1, 1, 1, 3, 3, 3, 2, 1, 1, 3, 3, 3, 2, 3, 3, 2, 1, 2, 2, 1"
"N264_M5_normal-wide_G6N8X0V2";"G6N8X0V2";264;5;"normal-wide";"random";"1, 1, 3, 2, 1, 2, 1, 1, 3, 2, 1, 1, 3, 1, 3, 1, 3, 3, 2, 3, 1, 1, 3, 3, 1, 3, 1, 3, 2, 1, 3, 2, 1, 1, 2, 3, 3, 2, 1, 2, 2, 1, 3, 1, 1, 3, 2, 2, 1, 3, 1, 1, 1, 2, 3, 3, 2, 3, 1, 3, 2, 2, 3, 3, 2, 2, 2, 1, 2, 1, 3, 1, 1, 3, 1, 1, 2, 1, 3, 2, 1, 3, 3, 3, 3, 3, 1, 2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 2, 1, 2, 3, 1, 1, 2, 2, 1, 1, 3, 1, 3, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 3, 1, 1, 3, 2, 1, 2, 3, 2, 1, 2, 3, 3, 2, 2, 3, 3, 1, 3, 2, 2, 2, 3, 2, 3, 3, 1, 3, 2, 1, 3, 3, 3, 1, 2, 3, 3, 2, 1, 1, 1, 3, 3, 2, 1, 3, 3, 1, 2, 1, 3, 1, 1, 3, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 1, 3, 1, 2, 2, 2, 3, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 3, 2, 3, 2, 3, 2, 3, 2, 1, 1, 3, 1, 3, 3, 2, 1, 2, 3, 3, 2, 2, 3, 2, 2, 2, 3, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 2, 1, 2, 3, 3, 3, 3, 3, 1"
"N192_M8_uniform_B2K9F5N1";"B2K9F5N1";192;8;"uniform";"ace-exchange";"1, 2, 1, 1, 3, 2, 2, 3, 3, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 2, 1, 3, 2, 2, 2, 3, 3, 1, 2, 2, 2, 1, 3, 1, 1, 3, 2, 2, 3, 3, 3, 1, 2, 3, 2, 2, 2, 1, 3, 1, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 3, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1, 3, 2, 1, 1, 3, 1, 3, 1, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 1, 2, 3, 3, 3, 1, 3, 1, 3, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 3, 1, 2, 3, 2, 3, 1, 1, 1, 3, 2, 3, 1, 3, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 3, 2, 2, 1, 1, 1, 3, 3, 3, 2, 1, 1, 1, 3, 1, 1, 2, 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 3, 3, 1, 1, 2, 3, 2"
"N192_M8_uniform_B2K9F5N1";"B2K9F5N1";192;8;"uniform";"k-means-exchange";"3, 2, 3, 2, 3, 1, 1, 1, 3, 1, 3, 3, 1, 1, 3, 3, 2, 1, 2, 3, 3, 3, 2, 1, 1, 3, 2, 2, 1, 3, 2, 1, 3, 1, 1, 3, 1, 1, 2, 1, 1, 3, 2, 2, 3, 2, 2, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 1, 3, 1, 2, 2, 2, 1, 3, 3, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 1, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 1, 2, 1, 2, 2, 3, 1, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 3, 1, 3, 1, 3, 2, 2, 1, 2, 3, 2, 3, 3, 3, 1, 2, 2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 3, 2, 1, 3, 2, 3, 2, 3, 1, 1, 2, 1, 3, 2, 3, 2, 3, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 2, 1, 3, 2, 3"
"N192_M8_uniform_B2K9F5N1";"B2K9F5N1";192;8;"uniform";"kplus";"3, 3, 3, 3, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 1, 2, 1, 3, 1, 3, 2, 3, 1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 2, 2, 1, 2, 3, 1, 2, 3, 3, 1, 2, 3, 3, 2, 2, 3, 1, 2, 2, 2, 1, 3, 3, 1, 1, 2, 2, 2, 2, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 1, 2, 1, 3, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 1, 3, 1, 2, 3, 3, 3, 1, 1, 1, 3, 2, 1, 1, 3, 2, 3, 1, 3, 2, 2, 2, 2, 1, 2, 3, 3, 1, 3, 2, 3, 3, 3, 2, 2, 1, 1, 3, 1, 1, 3, 1, 2, 3, 3, 1, 2, 3, 2, 1, 1, 3, 1, 1, 2, 1, 3, 3, 3, 3, 1, 3, 1, 3, 2, 3, 3, 2, 2, 1, 1, 1, 1, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 3, 3, 2, 1, 3, 1, 2, 1"
"N192_M8_uniform_B2K9F5N1";"B2K9F5N1";192;8;"uniform";"random";"1, 1, 3, 2, 1, 1, 3, 3, 3, 1, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 1, 3, 1, 1, 3, 1, 3, 2, 3, 2, 3, 3, 1, 1, 3, 3, 1, 2, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 1, 1, 1, 2, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1, 1, 2, 3, 1, 3, 3, 2, 2, 2, 2, 3, 2, 3, 1, 1, 3, 3, 2, 2, 1, 2, 2, 2, 3, 2, 1, 3, 2, 3, 1, 3, 2, 3, 1, 3, 3, 1, 2, 2, 1, 3, 1, 2, 1, 3, 3, 1, 3, 2, 1, 3, 3, 2, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 2, 1, 2, 3, 1, 3, 3, 1, 2, 1, 2, 1, 3, 2, 2, 1, 2"
"N24_M2_uniform_P0Q6B4I5";"P0Q6B4I5";24;2;"uniform";"ace-exchange";"3, 1, 3, 2, 3, 1, 1, 2, 2, 1, 3, 1, 3, 2, 1, 2, 1, 1, 2, 2, 3, 2, 3, 3"
"N24_M2_uniform_P0Q6B4I5";"P0Q6B4I5";24;2;"uniform";"k-means-exchange";"3, 2, 3, 1, 3, 2, 3, 3, 2, 2, 2, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 2, 1, 1"
"N24_M2_uniform_P0Q6B4I5";"P0Q6B4I5";24;2;"uniform";"kplus";"1, 1, 1, 1, 3, 1, 1, 2, 3, 2, 2, 2, 2, 2, 3, 3, 1, 2, 3, 3, 3, 3, 2, 1"
"N24_M2_uniform_P0Q6B4I5";"P0Q6B4I5";24;2;"uniform";"random";"2, 1, 2, 2, 1, 3, 3, 1, 3, 1, 2, 2, 2, 3, 1, 3, 3, 1, 3, 1, 2, 1, 2, 3"
"N252_M10_uniform_Z6C1W8X7";"Z6C1W8X7";252;10;"uniform";"ace-exchange";"3, 2, 1, 1, 1, 2, 3, 1, 1, 3, 1, 2, 2, 2, 3, 2, 1, 1, 1, 3, 1, 3, 2, 3, 1, 3, 2, 2, 1, 1, 2, 2, 3, 1, 2, 3, 1, 1, 2, 3, 3, 3, 3, 2, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 2, 3, 2, 1, 1, 3, 1, 3, 3, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 3, 2, 3, 3, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 2, 1, 1, 1, 3, 1, 3, 3, 1, 3, 2, 3, 3, 3, 1, 1, 3, 2, 3, 1, 2, 3, 2, 3, 1, 2, 3, 3, 3, 3, 2, 1, 1, 1, 2, 1, 1, 2, 3, 3, 1, 3, 1, 2, 2, 2, 3, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 2, 2, 1, 3, 2, 1, 2, 2, 2, 2, 2, 3, 1, 2, 1, 1, 3, 2, 1, 2, 3, 2, 1, 3, 3, 3, 3, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 1, 3, 2, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 1, 3, 3, 3, 3, 3, 3, 2, 1, 3, 1, 2, 2, 2, 3, 2, 2, 1, 2, 2, 3, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 2, 2, 3, 1, 3, 3, 1, 1, 1, 2, 1, 3, 1, 1, 2, 3, 2, 2, 3, 2"
